intensity,wx_pos,wy_pos,DC_offset,wx_radius,wy_radius,beam_angle,cogx,cogy,resnorm,w_short_11146,w_long_11146
95.0643133718198,-31.6883577021846,-4.04925761097975,1.0040483016302,466.563810975704,646.362023871446,0.208589329858759,10.5130062065677,-26.8027717354779,1198988.7768456,688.60286071035,727.845202764724
